,,PeakPeriod,PeakDirection,PeakSpread,SignificantWaveHeight,EnergyPeriod,MeanWavePeriod_Tm01,MeanWavePeriod_Tm02
,,avail,avail,avail,avail,avail,avail,avail
station_id,Date,,,,,,,
Belmullet Wave Buoy Berth B,2016-06-02,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-06-03,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-06-04,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-06-05,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-06-06,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-06-07,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-06-08,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-06-09,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-06-10,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-06-11,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-06-12,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-06-13,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-06-14,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-06-15,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-06-16,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-06-17,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-06-18,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-06-19,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-06-20,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-06-21,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-06-22,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-06-23,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-06-24,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-06-25,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-06-26,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-06-27,93.75,93.75,93.75,93.75,93.75,93.75,93.75
Belmullet Wave Buoy Berth B,2016-06-28,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-06-29,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667
Belmullet Wave Buoy Berth B,2016-06-30,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-07-01,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-07-02,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-07-03,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-07-04,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-07-05,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-07-06,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-07-07,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-07-08,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-07-09,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-07-10,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-07-11,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-07-12,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-07-13,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-07-14,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-07-15,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-07-16,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-07-17,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-07-18,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-07-19,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-07-20,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-07-21,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-07-22,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-07-23,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-07-24,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-07-25,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-07-26,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-07-27,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-07-28,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-07-29,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-07-30,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-07-31,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-08-01,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667
Belmullet Wave Buoy Berth B,2016-08-02,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667
Belmullet Wave Buoy Berth B,2016-08-03,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-08-04,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-08-05,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-08-06,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-08-07,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-08-08,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-08-09,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-08-10,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-08-11,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-08-12,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-08-13,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-08-14,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-08-15,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-08-16,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-08-17,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-08-18,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-08-19,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-08-20,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-08-21,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-08-22,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-08-23,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-08-24,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-08-25,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-08-26,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-08-27,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-08-28,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-08-29,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-08-30,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-08-31,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-09-01,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-09-02,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-09-03,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-09-04,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-09-05,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-09-06,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-09-07,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-09-08,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-09-09,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-09-10,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-09-11,89.5833333333,89.5833333333,89.5833333333,89.5833333333,89.5833333333,89.5833333333,89.5833333333
Belmullet Wave Buoy Berth B,2016-09-12,93.75,93.75,93.75,93.75,93.75,93.75,93.75
Belmullet Wave Buoy Berth B,2016-09-13,89.5833333333,89.5833333333,89.5833333333,89.5833333333,89.5833333333,89.5833333333,89.5833333333
Belmullet Wave Buoy Berth B,2016-09-14,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-09-15,75.0,75.0,75.0,75.0,75.0,75.0,75.0
Belmullet Wave Buoy Berth B,2016-09-16,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-09-17,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-09-18,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-09-19,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-09-20,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-09-21,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-09-22,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-09-23,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-09-24,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-09-25,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-09-26,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-09-27,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-09-28,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-09-29,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-09-30,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-10-01,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-10-02,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-10-03,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-10-04,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-10-05,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-10-06,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-10-07,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-10-08,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-10-09,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-10-10,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-10-11,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-10-12,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-10-13,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-10-14,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-10-15,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-10-16,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-10-17,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-10-18,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-10-19,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-10-20,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-10-21,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-10-22,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-10-23,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-10-24,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-10-25,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-10-26,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-10-27,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-10-28,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-10-29,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-10-30,95.8333333333,95.8333333333,95.8333333333,95.8333333333,95.8333333333,95.8333333333,95.8333333333
Belmullet Wave Buoy Berth B,2016-10-31,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-11-01,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-11-02,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-11-03,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-11-04,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-11-05,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-11-06,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-11-07,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-11-08,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-11-09,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-11-10,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-11-11,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-11-12,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-11-13,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-11-14,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-11-15,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-11-16,75.0,75.0,75.0,75.0,75.0,75.0,75.0
Belmullet Wave Buoy Berth B,2016-11-17,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-11-18,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-11-19,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-11-20,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-11-21,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-11-22,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-11-23,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-11-24,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-11-25,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-11-26,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-11-27,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-11-28,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-11-29,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-11-30,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-12-01,85.4166666667,85.4166666667,85.4166666667,85.4166666667,85.4166666667,85.4166666667,85.4166666667
Belmullet Wave Buoy Berth B,2016-12-02,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-12-03,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-12-04,66.6666666667,66.6666666667,66.6666666667,66.6666666667,66.6666666667,66.6666666667,66.6666666667
Belmullet Wave Buoy Berth B,2016-12-05,64.5833333333,64.5833333333,64.5833333333,64.5833333333,64.5833333333,64.5833333333,64.5833333333
Belmullet Wave Buoy Berth B,2016-12-06,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-12-07,66.6666666667,66.6666666667,66.6666666667,66.6666666667,66.6666666667,66.6666666667,66.6666666667
Belmullet Wave Buoy Berth B,2016-12-08,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-12-09,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-12-10,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-12-11,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-12-12,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-12-13,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-12-14,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-12-15,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-12-16,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-12-17,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-12-18,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-12-19,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-12-20,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-12-21,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-12-22,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-12-23,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-12-24,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-12-25,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-12-26,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-12-27,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-12-28,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-12-29,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-12-30,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2016-12-31,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-01-01,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-01-02,89.5833333333,89.5833333333,89.5833333333,89.5833333333,89.5833333333,89.5833333333,89.5833333333
Belmullet Wave Buoy Berth B,2017-01-03,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-01-04,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-01-05,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-01-06,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-01-07,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-01-08,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-01-09,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-01-10,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-01-11,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-01-12,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-01-13,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-01-14,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-01-15,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-01-16,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-01-17,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-01-18,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-01-19,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-01-20,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-01-21,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-01-22,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-01-23,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-01-24,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-01-25,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-01-26,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-01-27,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-01-28,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-01-29,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-01-30,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-01-31,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-02-01,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-02-02,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-02-03,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-02-04,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-02-05,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-02-06,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-02-07,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-02-08,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-02-09,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-02-10,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-02-11,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-02-12,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-02-13,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-02-14,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-02-15,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-02-16,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-02-17,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-02-18,100.0,100.0,100.0,100.0,100.0,100.0,100.0
