,,PeakPeriod,PeakDirection,PeakSpread,SignificantWaveHeight,EnergyPeriod,MeanWavePeriod_Tm01,MeanWavePeriod_Tm02
,,avail,avail,avail,avail,avail,avail,avail
station_id,Date,,,,,,,
Belmullet Wave Buoy Berth B,2017-02-19,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-02-20,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-02-21,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-02-22,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-02-23,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-02-24,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-02-25,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-02-26,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-02-27,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-02-28,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-03-01,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-03-02,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-03-03,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-03-04,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-03-05,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-03-06,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-03-07,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-03-08,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-03-09,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-03-10,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-03-11,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-03-12,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-03-13,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-03-14,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-03-15,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-03-16,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-03-17,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-03-18,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-03-19,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-03-20,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-03-21,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-03-22,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-03-23,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-03-24,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-03-25,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-03-26,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-03-27,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-03-28,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-03-29,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-03-30,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-03-31,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-04-01,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-04-02,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-04-03,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-04-04,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-04-05,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-04-06,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-04-07,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-04-08,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-04-09,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-04-10,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-04-11,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-04-12,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-04-13,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-04-14,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-04-15,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-04-16,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-04-17,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-04-18,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-04-19,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-04-20,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-04-21,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-04-22,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-04-23,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-04-24,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-04-25,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-04-26,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-04-27,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-04-28,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-04-29,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-04-30,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-05-01,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-05-02,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-05-03,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-05-04,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-05-05,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-05-06,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-05-07,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-05-08,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-05-09,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-05-10,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-05-11,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-05-12,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-05-13,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-05-14,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-05-15,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-05-16,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-05-17,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-05-18,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-05-19,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-05-20,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-05-21,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-05-22,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-05-23,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-05-24,87.5,87.5,87.5,87.5,87.5,87.5,87.5
Belmullet Wave Buoy Berth B,2017-05-25,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-05-26,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-05-27,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-05-28,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-05-29,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-05-30,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-05-31,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-06-01,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-06-02,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-06-03,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-06-04,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-06-05,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667
Belmullet Wave Buoy Berth B,2017-06-06,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-06-07,81.25,81.25,81.25,81.25,81.25,81.25,81.25
Belmullet Wave Buoy Berth B,2017-06-08,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-06-09,95.8333333333,95.8333333333,95.8333333333,95.8333333333,95.8333333333,95.8333333333,95.8333333333
Belmullet Wave Buoy Berth B,2017-06-10,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-06-11,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-06-12,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-06-13,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-06-14,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-06-15,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-06-16,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-06-17,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-06-18,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-06-19,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-06-20,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667
Belmullet Wave Buoy Berth B,2017-06-21,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-06-22,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-06-23,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667
Belmullet Wave Buoy Berth B,2017-06-24,91.6666666667,91.6666666667,91.6666666667,91.6666666667,91.6666666667,91.6666666667,91.6666666667
Belmullet Wave Buoy Berth B,2017-06-25,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-06-26,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-06-27,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-06-28,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-06-29,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-06-30,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-07-01,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-07-02,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-07-03,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-07-04,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-07-05,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-07-06,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-07-07,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-07-08,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-07-09,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-07-10,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-07-11,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-07-12,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-07-13,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-07-14,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-07-15,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-07-16,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667
Belmullet Wave Buoy Berth B,2017-07-17,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-07-18,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-07-19,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-07-20,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-07-21,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-07-22,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-07-23,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-07-24,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-07-25,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-07-26,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-07-27,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-07-28,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-07-29,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-07-30,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-07-31,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-08-01,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-08-02,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-08-03,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-08-04,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-08-05,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-08-06,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-08-07,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-08-08,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-08-09,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-08-10,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-08-11,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-08-12,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-08-13,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-08-14,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-08-15,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-08-16,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-08-17,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667
Belmullet Wave Buoy Berth B,2017-08-18,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-08-19,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-08-20,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-08-21,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-08-22,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-08-23,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-08-24,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-08-25,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-08-26,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-08-27,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-08-28,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-08-29,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-08-30,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-08-31,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-09-01,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-09-02,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-09-03,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-09-04,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-09-05,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-09-06,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-09-07,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-09-08,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-09-09,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-09-10,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-09-11,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667
Belmullet Wave Buoy Berth B,2017-09-12,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-09-13,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-09-14,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-09-15,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-09-16,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-09-17,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-09-18,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-09-19,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-09-20,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-09-21,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-09-22,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-09-23,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-09-24,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-09-25,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-09-26,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-09-27,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-09-28,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-09-29,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-09-30,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-10-01,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-10-02,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-10-03,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-10-04,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-10-05,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-10-06,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-10-07,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-10-08,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-10-09,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-10-10,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-10-11,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-10-12,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-10-13,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-10-14,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-10-15,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-10-16,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-10-17,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-10-18,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-10-19,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-10-20,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-10-21,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-10-22,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-10-23,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-10-24,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-10-25,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-10-26,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-10-27,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-10-28,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-10-29,95.8333333333,95.8333333333,95.8333333333,95.8333333333,95.8333333333,95.8333333333,95.8333333333
Belmullet Wave Buoy Berth B,2017-10-30,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-10-31,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-11-01,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-11-02,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-11-03,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-11-04,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-11-05,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-11-06,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-11-07,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2017-11-08,100.0,100.0,100.0,100.0,100.0,100.0,100.0
