,,AtmosphericPressure,WindDirection,WindSpeed,Gust,WaveHeight,WavePeriod,MeanWaveDirection,Hmax,AirTemperature,DewPoint,SeaTemperature,RelativeHumidity
,,avail,avail,avail,avail,avail,avail,avail,avail,avail,avail,avail,avail
station_id,Date,,,,,,,,,,,,
M6,2006-10-03,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2006-10-04,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2006-10-05,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2006-10-06,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2006-10-07,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2006-10-08,100.0,100.0,95.8333333333,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2006-10-09,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2006-10-10,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2006-10-11,100.0,95.8333333333,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2006-10-12,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2006-10-13,100.0,100.0,95.8333333333,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2006-10-14,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2006-10-15,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2006-10-16,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2006-10-17,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2006-10-18,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2006-10-19,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2006-10-20,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2006-10-21,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2006-10-22,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2006-10-23,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2006-10-24,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2006-10-25,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2006-10-26,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2006-10-27,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2006-10-28,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2006-10-29,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2006-10-30,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2006-10-31,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2006-11-01,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2006-11-02,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2006-11-03,95.8333333333,95.8333333333,95.8333333333,95.8333333333,95.8333333333,95.8333333333,0.0,0.0,95.8333333333,95.8333333333,95.8333333333,95.8333333333
M6,2006-11-04,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2006-11-05,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2006-11-06,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2006-11-07,95.8333333333,95.8333333333,95.8333333333,91.6666666667,95.8333333333,95.8333333333,0.0,0.0,95.8333333333,95.8333333333,95.8333333333,95.8333333333
M6,2006-11-08,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2006-11-09,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2006-11-10,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2006-11-11,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2006-11-12,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2006-11-13,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2006-11-14,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2006-11-15,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2006-11-16,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2006-11-17,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2006-11-18,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2006-11-19,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2006-11-20,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2006-11-21,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2006-11-22,100.0,100.0,95.8333333333,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2006-11-23,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2006-11-24,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2006-11-25,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2006-11-26,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2006-11-27,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2006-11-28,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2006-11-29,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2006-11-30,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2006-12-01,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2006-12-02,100.0,100.0,95.8333333333,100.0,100.0,100.0,0.0,0.0,100.0,95.8333333333,100.0,95.8333333333
M6,2006-12-03,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2006-12-04,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2006-12-05,87.5,87.5,87.5,87.5,87.5,87.5,0.0,0.0,87.5,87.5,87.5,87.5
M6,2006-12-06,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2006-12-07,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2006-12-08,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2006-12-09,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2006-12-10,100.0,100.0,95.8333333333,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2006-12-11,95.8333333333,95.8333333333,95.8333333333,95.8333333333,95.8333333333,95.8333333333,0.0,0.0,95.8333333333,95.8333333333,95.8333333333,95.8333333333
M6,2006-12-12,50.0,50.0,50.0,50.0,50.0,50.0,0.0,0.0,50.0,50.0,50.0,50.0
M6,2006-12-13,50.0,50.0,50.0,50.0,50.0,50.0,0.0,0.0,50.0,50.0,50.0,50.0
M6,2006-12-14,87.5,87.5,87.5,87.5,87.5,87.5,0.0,0.0,87.5,87.5,87.5,87.5
M6,2006-12-15,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2006-12-16,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2006-12-17,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2006-12-18,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2006-12-19,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2006-12-20,95.8333333333,95.8333333333,95.8333333333,95.8333333333,95.8333333333,95.8333333333,0.0,0.0,95.8333333333,95.8333333333,95.8333333333,95.8333333333
M6,2006-12-21,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2006-12-22,95.8333333333,95.8333333333,95.8333333333,95.8333333333,95.8333333333,95.8333333333,0.0,0.0,95.8333333333,95.8333333333,95.8333333333,95.8333333333
M6,2006-12-23,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2006-12-24,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2006-12-25,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2006-12-26,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2006-12-27,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2006-12-28,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2006-12-29,100.0,100.0,100.0,100.0,95.8333333333,95.8333333333,0.0,0.0,100.0,100.0,100.0,100.0
M6,2006-12-30,100.0,100.0,95.8333333333,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2006-12-31,100.0,100.0,91.6666666667,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2007-01-01,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2007-01-02,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2007-01-03,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2007-01-04,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2007-01-05,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2007-01-06,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2007-01-07,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2007-01-08,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2007-01-09,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2007-01-10,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2007-01-11,100.0,100.0,100.0,100.0,100.0,87.5,0.0,0.0,100.0,100.0,100.0,100.0
M6,2007-01-12,100.0,95.8333333333,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2007-01-13,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2007-01-14,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2007-01-15,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2007-01-16,100.0,100.0,95.8333333333,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2007-01-17,100.0,100.0,91.6666666667,100.0,100.0,100.0,0.0,0.0,95.8333333333,95.8333333333,95.8333333333,95.8333333333
M6,2007-01-18,91.6666666667,91.6666666667,87.5,91.6666666667,91.6666666667,91.6666666667,0.0,0.0,91.6666666667,91.6666666667,91.6666666667,91.6666666667
M6,2007-01-19,100.0,100.0,95.8333333333,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2007-01-20,100.0,100.0,79.1666666667,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2007-01-21,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2007-01-22,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2007-01-23,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2007-01-24,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2007-01-25,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2007-01-26,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2007-01-27,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,95.8333333333,95.8333333333,100.0,100.0
M6,2007-01-28,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2007-01-29,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2007-01-30,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2007-01-31,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2007-02-01,100.0,100.0,100.0,100.0,100.0,95.8333333333,0.0,0.0,100.0,100.0,100.0,100.0
M6,2007-02-02,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2007-02-03,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2007-02-04,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2007-02-05,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2007-02-06,95.8333333333,95.8333333333,95.8333333333,95.8333333333,95.8333333333,95.8333333333,0.0,0.0,95.8333333333,95.8333333333,95.8333333333,95.8333333333
M6,2007-02-07,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2007-02-08,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2007-02-09,100.0,100.0,91.6666666667,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2007-02-10,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2007-02-11,100.0,100.0,100.0,95.8333333333,95.8333333333,100.0,0.0,0.0,100.0,95.8333333333,100.0,95.8333333333
M6,2007-02-12,91.6666666667,91.6666666667,91.6666666667,91.6666666667,91.6666666667,91.6666666667,0.0,0.0,91.6666666667,91.6666666667,91.6666666667,91.6666666667
M6,2007-02-13,100.0,100.0,95.8333333333,100.0,100.0,100.0,0.0,0.0,95.8333333333,95.8333333333,100.0,100.0
M6,2007-02-14,100.0,100.0,100.0,100.0,100.0,95.8333333333,0.0,0.0,100.0,95.8333333333,100.0,95.8333333333
M6,2007-02-15,100.0,100.0,100.0,100.0,100.0,95.8333333333,0.0,0.0,95.8333333333,95.8333333333,100.0,100.0
M6,2007-02-16,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2007-02-17,87.5,87.5,87.5,87.5,87.5,87.5,0.0,0.0,87.5,87.5,87.5,87.5
M6,2007-02-18,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2007-02-19,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,95.8333333333,100.0,95.8333333333
M6,2007-02-20,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2007-02-21,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,95.8333333333,100.0
M6,2007-02-22,100.0,100.0,95.8333333333,100.0,100.0,100.0,0.0,0.0,95.8333333333,95.8333333333,100.0,100.0
M6,2007-02-23,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2007-02-24,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2007-02-25,95.8333333333,100.0,100.0,100.0,95.8333333333,95.8333333333,0.0,0.0,100.0,95.8333333333,100.0,95.8333333333
M6,2007-02-26,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2007-02-27,100.0,100.0,100.0,95.8333333333,95.8333333333,95.8333333333,0.0,0.0,100.0,100.0,100.0,100.0
M6,2007-02-28,91.6666666667,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,95.8333333333,100.0
M6,2007-03-01,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2007-03-02,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2007-03-03,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2007-03-04,100.0,100.0,91.6666666667,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2007-03-05,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2007-03-06,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2007-03-07,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2007-03-08,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2007-03-09,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2007-03-10,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2007-03-11,100.0,100.0,100.0,95.8333333333,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2007-03-12,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2007-03-13,95.8333333333,100.0,100.0,100.0,95.8333333333,95.8333333333,0.0,0.0,95.8333333333,95.8333333333,95.8333333333,95.8333333333
M6,2007-03-14,95.8333333333,100.0,95.8333333333,100.0,95.8333333333,95.8333333333,0.0,0.0,95.8333333333,100.0,95.8333333333,95.8333333333
M6,2007-03-15,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,95.8333333333,100.0,95.8333333333
M6,2007-03-16,91.6666666667,91.6666666667,91.6666666667,91.6666666667,91.6666666667,91.6666666667,0.0,0.0,91.6666666667,91.6666666667,91.6666666667,91.6666666667
M6,2007-03-17,95.8333333333,95.8333333333,95.8333333333,95.8333333333,95.8333333333,95.8333333333,0.0,0.0,95.8333333333,95.8333333333,95.8333333333,95.8333333333
M6,2007-03-18,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2007-03-19,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2007-03-20,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2007-03-21,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2007-03-22,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2007-03-23,100.0,100.0,100.0,95.8333333333,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2007-03-24,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2007-03-25,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2007-03-26,95.8333333333,100.0,100.0,95.8333333333,95.8333333333,95.8333333333,0.0,0.0,95.8333333333,95.8333333333,95.8333333333,95.8333333333
M6,2007-03-27,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2007-03-28,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2007-03-29,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2007-03-30,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2007-03-31,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2007-04-01,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2007-04-02,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2007-04-03,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2007-04-04,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,95.8333333333,100.0
M6,2007-04-05,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2007-04-06,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2007-04-07,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,91.6666666667,100.0
M6,2007-04-08,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2007-04-09,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2007-04-10,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2007-04-11,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2007-04-12,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2007-04-13,100.0,100.0,100.0,95.8333333333,95.8333333333,100.0,0.0,0.0,100.0,95.8333333333,100.0,95.8333333333
M6,2007-04-14,95.8333333333,95.8333333333,95.8333333333,91.6666666667,95.8333333333,95.8333333333,0.0,0.0,95.8333333333,95.8333333333,95.8333333333,95.8333333333
M6,2007-04-15,95.8333333333,100.0,100.0,100.0,95.8333333333,95.8333333333,0.0,0.0,95.8333333333,95.8333333333,95.8333333333,95.8333333333
M6,2007-04-16,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2007-04-17,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2007-04-18,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2007-04-19,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2007-04-20,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2007-04-21,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2007-04-22,100.0,100.0,95.8333333333,100.0,95.8333333333,100.0,0.0,0.0,95.8333333333,95.8333333333,100.0,95.8333333333
M6,2007-04-23,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2007-04-24,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,95.8333333333,95.8333333333,100.0,100.0
M6,2007-04-25,91.6666666667,95.8333333333,91.6666666667,91.6666666667,91.6666666667,91.6666666667,0.0,0.0,91.6666666667,91.6666666667,91.6666666667,91.6666666667
M6,2007-04-26,91.6666666667,91.6666666667,91.6666666667,91.6666666667,91.6666666667,91.6666666667,0.0,0.0,91.6666666667,91.6666666667,91.6666666667,91.6666666667
M6,2007-04-27,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2007-04-28,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2007-04-29,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2007-04-30,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2007-05-01,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2007-05-02,91.6666666667,100.0,100.0,100.0,95.8333333333,91.6666666667,0.0,0.0,91.6666666667,91.6666666667,91.6666666667,91.6666666667
M6,2007-05-03,87.5,87.5,87.5,87.5,87.5,87.5,0.0,0.0,83.3333333333,83.3333333333,87.5,87.5
M6,2007-05-04,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2007-05-05,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2007-05-06,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2007-05-07,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2007-05-08,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2007-05-09,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2007-05-10,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2007-05-11,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2007-05-12,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2007-05-13,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2007-05-14,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2007-05-15,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
M6,2007-05-16,95.8333333333,95.8333333333,95.8333333333,95.8333333333,95.8333333333,95.8333333333,0.0,0.0,95.8333333333,95.8333333333,95.8333333333,95.8333333333
